ja-JP	latitude	longitude	overall_length	texture	first_julian_day	last_julian_day
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形b	35.37664511	132.8525139	148	Dohoko	1675405	1684536
中細形a	35.37664511	132.8525139	148	Dohoko	1666274	1675405
中細形c	35.37664511	132.8525139	179	Dohoko	1684536	1693667
中広形	35.37664511	132.8525139	197	Dohoko	1693667	1719234
中広形	35.37664511	132.8525139	197	Dohoko	1693667	1719234
中広形	35.37664511	132.8525139	197	Dohoko	1693667	1719234
中広形	35.37664511	132.8525139	197	Dohoko	1693667	1719234
中広形	35.37664511	132.8525139	197	Dohoko	1693667	1719234
中広形	35.37664511	132.8525139	197	Dohoko	1693667	1719234
中広形	35.37664511	132.8525139	197	Dohoko	1693667	1719234
中広形	35.37664511	132.8525139	197	Dohoko	1693667	1719234
中広形	35.37664511	132.8525139	197	Dohoko	1693667	1719234
中広形	35.37664511	132.8525139	197	Dohoko	1693667	1719234
中広形	35.37664511	132.8525139	197	Dohoko	1693667	1719234
中広形	35.37664511	132.8525139	197	Dohoko	1693667	1719234
中広形	35.37664511	132.8525139	197	Dohoko	1693667	1719234
平形Ⅱ	34.50204893	133.8529764	157	Doken	1713755	1724712
平形Ⅱb	34.50204893	133.8529764	157	Doken	1713755	1724712
平形Ⅰd	34.50204893	133.8529764	157	Doken	1702798	1713755
平形Ⅰ	34.50204893	133.8529764	157	Doken	1702798	1713755
細形Ⅰ	34.58719633	133.9770256	123	DokenChuC	1637054	1651664
細形	34.67473501	133.9244077	123	DokenChuC	1637054	1651664
細形Ⅰ	34.90464234	133.920641	123	DokenChuC	1637054	1651664
中広形	34.66166918	133.9345622	197	Dohoko	1693667	1719234
細形Ⅱ	34.51899889	133.7841997	123	Doka	1637054	1651664
細形	34.69808274	133.7938271	123	DokenChuC	1637054	1651664
細形	34.67445256	133.9244936	123	DokenChuC	1637054	1651664
細形	34.67445256	133.9244936	123	DokenChuC	1637054	1651664
中細形C	35.1349176	133.8958394	179	DokenChuC	1702798	1713755
平剣Ⅱ数本	34.53142483	132.495192	157	Doken	1713755	1724712
中細形BC	34.46415318	132.5469277	148	DokenChuC	1684536	1713755
中細形B	34.46415318	132.5469277	148	Doka	1684536	1702798
中細形BC	34.32061696	132.5355004	148	DokenChuC	1684536	1713755
中細形B	34.4232119	133.1600563	148	DokenChuC	1684536	1702798
中細形B	34.4232119	133.1600563	148	DokenChuC	1684536	1702798
中細形b	34.4232119	133.1600563	148	Dohoko	1675405	1684536
平形Ⅱ	34.42020314	133.3254062	157	Doken	1713755	1724712
細形	34.4480596	133.4083636	123	DokenChuC	1637054	1651664
平形Ⅱ	34.43987577	133.3398462	157	Doken	1713755	1724712
平形	34.43987577	133.3398462	157	Doken	1702798	1724712
中細形	34.50874983	133.3400851	148	Dohoko	1666274	1693667
中細形B	34.41705576	132.7299966	148	Doka	1684536	1702798
細形Ⅰ	34.01678557	130.9229453	123	DokenChuC	1637054	1651664
細形	34.01678557	130.9229453	123	DokenChuC	1637054	1651664
細形Ⅰ	34.01678557	130.9229453	123	DokenChuC	1637054	1651664
細形Ⅰ	34.01678557	130.9229453	123	DokenChuC	1637054	1651664
中広形	34.18517157	131.0309813	197	Dohoko	1693667	1719234
中広形	34.18517157	131.0309813	197	Dohoko	1693667	1719234
細形	34.15554708	130.9175419	123	DokenChuC	1637054	1651664
細形	34.15554708	130.9175419	123	Doka	1637054	1651664
細形Ⅰ	34.41267868	130.9707149	123	DokenChuC	1637054	1651664
広形	33.96840829	132.110036	253	Dohoko	1713755	1750279
広形	33.96840829	132.110036	253	Dohoko	1713755	1750279
中細形	34.18274127	131.4723091	148	Dohoko	1666274	1693667
細形	34.24036421	131.2037853	123	DokenChuC	1637054	1651664
平形	33.89695112	133.8058643	157	Doken	1702798	1724712
東部瀬戸内系平形	33.99414729	134.3186375	157	Doken	1702798	1724712
平形Ⅱ	33.99414729	134.3186375	157	Doken	1713755	1724712
東部瀬戸内系平形	33.96425331	134.3133546	157	Doken	1702798	1724712
平形Ⅰb	33.96425331	134.3133546	157	Doken	1702798	1713755
中広形	34.05396958	134.4701347	197	DokenChuC	1713755	1724712
平形Ⅱ	34.10668229	134.4858592	157	Doken	1713755	1724712
平形Ⅱ	34.05691083	134.1406435	157	Doken	1713755	1724712
細形	34.04975377	133.9780512	123	DokenChuC	1637054	1651664
細形Ⅰ	34.0928202	133.7115905	123	DokenChuC	1637054	1651664
細形Ⅰ	34.0928202	133.7115905	123	DokenChuC	1637054	1651664
細形Ⅰ	34.0928202	133.7115905	123	DokenChuC	1637054	1651664
平形Ⅱ	34.22999604	133.724222	157	Doken	1713755	1724712
平形Ⅱ	34.22999604	133.724222	157	Doken	1713755	1724712
平形Ⅱ	34.22999604	133.724222	157	Doken	1713755	1724712
平形Ⅱ	34.22999604	133.724222	157	Doken	1713755	1724712
平形か	34.22999604	133.724222	157	Doken	1702798	1724712
平形Ⅱ	34.2198065	133.7170795	157	Doken	1713755	1724712
平形か	34.2198065	133.7170795	157	Doken	1702798	1724712
平形か	34.2198065	133.7170795	157	Doken	1702798	1724712
平形か	34.2198065	133.7170795	157	Doken	1702798	1724712
平形か	34.2198065	133.7170795	157	Doken	1702798	1724712
平形Ⅱ	34.19354155	133.7331192	157	Doken	1713755	1724712
平形Ⅱ	34.19354155	133.7331192	157	Doken	1713755	1724712
平形Ⅱ	34.19354155	133.7331192	157	Doken	1713755	1724712
平形Ⅱ	34.14217457	133.7408838	157	Doken	1713755	1724712
中広形	34.10980449	133.7180439	197	Dohoko	1693667	1719234
平形か	34.19679514	133.8084702	157	Doken	1702798	1724712
平形か	34.19679514	133.8084702	157	Doken	1702798	1724712
中細形c	34.20921337	133.7737456	179	Dohoko	1684536	1693667
中細形B“	34.20921337	133.7737456	148	DokenChuC	1684536	1702798
中細形c	34.20921337	133.7737456	179	DokenChuC	1702798	1713755
平形Ⅰa	34.20921337	133.7737456	157	Doken	1702798	1713755
平形Ⅰa	34.20921337	133.7737456	157	Doken	1702798	1713755
中細形c	34.20921337	133.7737456	179	DokenChuC	1702798	1713755
中細形C	34.20921337	133.7737456	179	DokenChuC	1702798	1713755
中細形B	34.20921337	133.7737456	148	DokenChuC	1684536	1702798
平形か	34.21689701	133.7832364	157	Doken	1702798	1724712
平形か	34.21689701	133.7832364	157	Doken	1702798	1724712
平形か	34.21689701	133.7832364	157	Doken	1702798	1724712
平形か	34.21453446	133.773388	157	Doken	1702798	1724712
平形か	34.21453446	133.773388	157	Doken	1702798	1724712
平形か	34.21453446	133.773388	157	Doken	1702798	1724712
平形か	34.21453446	133.773388	157	Doken	1702798	1724712
平形か	34.21453446	133.773388	157	Doken	1702798	1724712
平形か	34.21453446	133.773388	157	Doken	1702798	1724712
平形か	34.21453446	133.773388	157	Doken	1702798	1724712
平形Ⅱ	34.23219071	133.807708	157	Doken	1713755	1724712
平形Ⅱ	34.23219071	133.807708	157	Doken	1713755	1724712
平形Ⅱ	34.23219071	133.807708	157	Doken	1713755	1724712
平形Ⅱ	34.21980457	133.755656	157	Doken	1713755	1724712
平形Ⅱ	34.21980457	133.755656	157	Doken	1713755	1724712
平形Ⅱ	34.21980457	133.755656	157	Doken	1713755	1724712
平形Ⅱ	34.21980457	133.755656	157	Doken	1713755	1724712
平形Ⅱ	34.21980457	133.755656	157	Doken	1713755	1724712
平形Ⅱ	34.19451123	133.8263498	157	Doken	1713755	1724712
平形Ⅱ	34.19451123	133.8263498	157	Doken	1713755	1724712
平形Ⅱ	34.19451123	133.8263498	157	Doken	1713755	1724712
平形Ⅱ	34.19899759	133.8496693	157	Doken	1713755	1724712
平形Ⅱ	34.19899759	133.8496693	157	Doken	1713755	1724712
中広形	34.34411806	134.0153893	197	Dohoko	1693667	1719234
中広形	34.34411806	134.0153893	197	Dohoko	1693667	1719234
細形	34.23294982	134.075993	123	DokenChuC	1637054	1651664
細形	34.23294982	134.075993	123	DokenChuC	1637054	1651664
中細形b	34.37975892	134.1346564	148	Dohoko	1675405	1684536
細形	34.3307799	134.1365501	123	DokenChuC	1637054	1651664
平形Ⅱ	34.25547312	134.2139835	157	Doken	1713755	1724712
平形Ⅱ	34.25547312	134.2139835	157	Doken	1713755	1724712
平形Ⅱ	34.25547312	134.2139835	157	Doken	1713755	1724712
東部瀬戸内系平形	34.48478766	134.3231433	157	Doken	1702798	1724712
平形Ⅱ	34.48478766	134.3231433	157	Doken	1713755	1724712
平形Ⅱ	34.13376484	133.6941501	157	Doken	1713755	1724712
広形	34.11989811	133.7457317	253	Dohoko	1713755	1750279
中細形D	34.29543369	134.0734779	148	DokenChuC	1713755	1724712
平形Ⅱ	34.20775093	134.0177254	157	Doken	1713755	1724712
平形Ⅱ	34.20775093	134.0177254	157	Doken	1713755	1724712
平形Ⅱ	34.20775093	134.0177254	157	Doken	1713755	1724712
平形Ⅱ	34.20775093	134.0177254	157	Doken	1713755	1724712
細形	34.26599004	133.7837515	123	DokenChuC	1637054	1651664
広形	33.7724776	132.746482	253	Dohoko	1713755	1750279
広形	33.36381053	132.4985652	253	Dohoko	1713755	1750279
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形か広形	33.36381053	132.4985652	197	Dohoko	1693667	1724712
中広形	33.39999215	132.4953036	197	Dohoko	1693667	1719234
広形	33.33855047	132.4500683	253	Dohoko	1713755	1750279
平形Ⅱ	33.39393103	132.4914456	157	Doken	1713755	1724712
平形Ⅱ	33.39393103	132.4914456	157	Doken	1713755	1724712
平形Ⅱ	33.39393103	132.4914456	157	Doken	1713755	1724712
中広形	33.38490715	132.607195	197	Dohoko	1693667	1719234
平形Ⅱ	33.84870608	132.7864241	157	Doken	1713755	1724712
平形Ⅱ	33.84870608	132.7864241	157	Doken	1713755	1724712
平形Ⅱ	33.84870608	132.7864241	157	Doken	1713755	1724712
平形Ⅱ	33.85040208	132.7775423	157	Doken	1713755	1724712
平形Ⅱ	33.85040208	132.7775423	157	Doken	1713755	1724712
平形Ⅱ	33.85040208	132.7775423	157	Doken	1713755	1724712
平形Ⅱ	33.85040208	132.7775423	157	Doken	1713755	1724712
平形Ⅱ	33.85040208	132.7775423	157	Doken	1713755	1724712
平形Ⅱ	33.85040208	132.7775423	157	Doken	1713755	1724712
平形Ⅱ	33.85040208	132.7775423	157	Doken	1713755	1724712
平形Ⅱ	33.85040208	132.7775423	157	Doken	1713755	1724712
平形Ⅱ	33.85040208	132.7775423	157	Doken	1713755	1724712
平形Ⅱ	33.85040208	132.7775423	157	Doken	1713755	1724712
平形Ⅱ	33.85236105	132.7720961	157	Doken	1713755	1724712
平形Ⅱ	33.85236105	132.7720961	157	Doken	1713755	1724712
平形Ⅱ	33.85236105	132.7720961	157	Doken	1713755	1724712
平形Ⅱ	33.85236105	132.7720961	157	Doken	1713755	1724712
平形Ⅱ	33.85236105	132.7720961	157	Doken	1713755	1724712
平形Ⅱ	33.85236105	132.7720961	157	Doken	1713755	1724712
平形Ⅱ	33.85236105	132.7720961	157	Doken	1713755	1724712
平形Ⅱ	33.85236105	132.7720961	157	Doken	1713755	1724712
中細形c	33.81127727	132.9066444	179	Dohoko	1684536	1693667
細形Ⅳ	34.02289034	132.9898632	123	DokenChuC	1637054	1651664
平形Ⅰa	34.00165907	133.012664	157	Doken	1702798	1713755
平形Ⅱ	34.00165907	133.012664	157	Doken	1713755	1724712
平形Ⅱ	34.00165907	133.012664	157	Doken	1713755	1724712
平形Ⅱ	34.00165907	133.012664	157	Doken	1713755	1724712
平形Ⅱ	34.00165907	133.012664	157	Doken	1713755	1724712
中広形	34.02278043	132.9740631	197	Dohoko	1693667	1719234
中広形	34.02278043	132.9740631	197	Dohoko	1693667	1719234
中広形以前	33.95508034	133.020746	197	Dohoko	1693667	1702798
平形	33.95508034	133.020746	157	Doka	1702798	1724712
平形Ⅰb	33.92983213	133.043358	157	Doken	1702798	1713755
平形Ⅰb	33.92983213	133.043358	157	Doken	1702798	1713755
中細形A	33.91141313	133.0653919	148	DokenChuC	1666274	1684536
平形Ⅰb	33.95359718	133.0414638	157	Doken	1702798	1713755
平形ⅠC	33.95359718	133.0414638	157	Doken	1702798	1713755
平形Ⅰa	33.95359718	133.0414638	157	Doken	1702798	1713755
平形Ⅰb	33.95359718	133.0414638	157	Doken	1702798	1713755
平形Ⅰa	33.95359718	133.0414638	157	Doken	1702798	1713755
平形Ⅰa	33.95359718	133.0414638	157	Doken	1702798	1713755
平形Ⅱ	33.93043215	133.2976648	157	Doken	1713755	1724712
中広形	33.9688997	133.4549588	197	Dohoko	1693667	1719234
広形	33.95509465	133.6647971	253	Dohoko	1713755	1750279
平形Ⅱ	33.99068011	133.6371203	157	Doken	1713755	1724712
平形Ⅱ	33.99068011	133.6371203	157	Doken	1713755	1724712
中広形	34.00212388	133.5830935	197	Dohoko	1693667	1719234
中広形	33.99047513	133.5720654	197	Dohoko	1693667	1719234
平形Ⅱ	33.86181175	132.7755579	157	Doken	1713755	1724712
佃形Ⅰ	33.95294469	133.4216809	123	DokenChuC	1637054	1651664
細形Ⅱb	33.95294469	133.4216809	123	DokenChuC	1637054	1651664
細形	33.95294469	133.4216809	123	DokenChuC	1637054	1651664
細形	33.95294469	133.4216809	123	DokenChuC	1637054	1651664
細形	33.95294469	133.4216809	123	DokenChuC	1637054	1651664
細形	33.95294469	133.4216809	123	DokenChuC	1637054	1651664
細形	33.95294469	133.4216809	123	DokenChuC	1637054	1651664
中細形b	33.49507226	132.3666546	148	Dohoko	1675405	1684536
細形～中細形A	33.811944	132.799722	123	Doka	1637054	1684536
中広形	32.98403492	132.9103613	197	Dohoko	1693667	1719234
中広形	32.96722844	132.9523694	197	Dohoko	1693667	1719234
中細形c	33.4391051	133.2145968	179	DokenChuC	1702798	1713755
細形Ⅱb	33.4391051	133.2145968	123	DokenChuC	1637054	1651664
細形Ⅰ	33.4391051	133.2145968	123	DokenChuC	1637054	1651664
中広形	33.5432169	133.3929947	197	Dohoko	1693667	1719234
中広形	33.5432169	133.3929947	197	Dohoko	1693667	1719234
中細形C	33.33215416	133.2247105	179	Doka	1702798	1713755
中細形A	33.26414445	133.115654	148	Doka	1666274	1684536
中広形	33.26414445	133.115654	197	Dohoko	1693667	1719234
中細形a	33.27775692	133.1045785	148	Doka	1666274	1684536
中細形か	33.27775692	133.1045785	148	Doka	1666274	1713755
中広形	33.27543565	133.1171422	197	Dohoko	1693667	1719234
中広形	33.27543565	133.1171422	197	Dohoko	1693667	1719234
中広形	33.27543565	133.1171422	197	Dohoko	1693667	1719234
中広形	33.27543565	133.1171422	197	Dohoko	1693667	1719234
中広形	33.27543565	133.1171422	197	Dohoko	1693667	1719234
中広形	33.27543565	133.1171422	197	Dohoko	1693667	1719234
中細形b	33.27543565	133.1171422	148	Doka	1684536	1702798
中広形	33.26414445	133.115654	197	Dohoko	1693667	1719234
中広形	33.27237674	133.1096427	197	Dohoko	1693667	1719234
広形	33.27237674	133.1096427	253	Dohoko	1713755	1750279
広形	33.27237674	133.1096427	253	Dohoko	1713755	1750279
広形	33.27237674	133.1096427	253	Dohoko	1713755	1750279
広形	33.27237674	133.1096427	253	Dohoko	1713755	1750279
中広形	33.22524649	133.1339528	197	Dohoko	1693667	1719234
中広形	33.22524649	133.1339528	197	Dohoko	1693667	1719234
中広形	33.22524649	133.1339528	197	Dohoko	1693667	1719234
中広形	33.22524649	133.1339528	197	Dohoko	1693667	1719234
広形	33.22524649	133.1339528	253	Dohoko	1713755	1750279
広形	33.25610679	133.1275017	253	Dohoko	1713755	1750279
細形Ⅱb	33.41316823	133.2788879	123	DokenChuC	1637054	1651664
中細形A	33.47989908	133.4115815	148	DokenChuC	1666274	1684536
中細形A	33.47989908	133.4115815	148	DokenChuC	1666274	1684536
中鋒形c	33.47989908	133.4115815	148	DokenChuC	1702798	1713755
中広形か広形	33.41366978	133.285044	197	Dohoko	1693667	1724712
中広形か広形	33.41366978	133.285044	197	Dohoko	1693667	1724712
細形Ⅰ	33.5210994	133.4405867	123	DokenChuC	1637054	1651664
中細形A	33.5434881	133.4280536	148	DokenChuC	1666274	1684536
中広形	33.5434881	133.4280536	197	Doka	1713755	1724712
中広形	33.48362802	133.4627326	197	Dohoko	1693667	1719234
中広形	33.47198652	133.3651304	197	Dohoko	1693667	1719234
広形	33.47198652	133.3651304	253	Dohoko	1713755	1750279
中広形	33.76729683	133.5893193	197	Dohoko	1693667	1719234
中広形	33.51873929	133.5806596	197	Dohoko	1693667	1719234
中広形	33.51873929	133.5806596	197	Dohoko	1693667	1719234
広形	33.57141022	133.5253793	253	Dohoko	1713755	1750279
広形	33.55849066	133.6647909	253	Dohoko	1713755	1750279
広形	33.55849066	133.6647909	253	Dohoko	1713755	1750279
広形	33.55849066	133.6647909	253	Dohoko	1713755	1750279
広形	33.55849066	133.6647909	253	Dohoko	1713755	1750279
広形	33.55849066	133.6647909	253	Dohoko	1713755	1750279
中広形	33.53255419	133.6210825	197	Dohoko	1693667	1719234
広形	33.52432246	133.9166206	253	Dohoko	1713755	1750279
中細形A	33.57359493	133.7198855	148	DokenChuC	1666274	1684536
中広形	33.7294666	133.5195397	197	Dohoko	1693667	1719234
中広形	33.7294666	133.5195397	197	Dohoko	1693667	1719234
中広形	33.7294666	133.5195397	197	Dohoko	1693667	1719234
広形	33.7821486	133.5000321	253	Dohoko	1713755	1750279
中広形	33.68267021	133.8538962	197	Dohoko	1693667	1719234
中広形	33.68267021	133.8538962	197	Dohoko	1693667	1719234
中広形	33.5432169	133.3930269	197	Dohoko	1693667	1719234
中広形	33.27586629	133.1131364	197	Dohoko	1693667	1719234
中広形	33.51667727	133.4271825	197	Dohoko	1693667	1719234
中広形	33.51667727	133.4271825	197	Dohoko	1693667	1719234
中広形	33.51667727	133.4271825	197	Dohoko	1693667	1719234
中広形	33.51667727	133.4271825	197	Dohoko	1693667	1719234
広形Ⅱ	33.55895556	133.6634607	253	Dohoko	1735670	1750279
中広形	33.55895556	133.6634607	197	Dohoko	1693667	1719234
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
広形	33.50508038	133.4956766	253	Doka	1735670	1750279
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
広形	33.50508038	133.4956766	253	Doka	1735670	1750279
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
広形	33.50508038	133.4956766	253	Doka	1735670	1750279
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
中広形(有柄式）	33.5368508	130.2415021	197	DokenChuC	1713755	1724712
細形2	33.5368508	130.2415021	123	Dohoko	1637054	1651664
細形2	33.5368508	130.2415021	123	Dohoko	1637054	1651664
中細形C	33.5368508	130.2415021	179	Doka	1702798	1713755
細形Ⅰ	33.56052653	130.1892461	123	DokenChuC	1637054	1651664
細形(脊部のみ）	33.56052653	130.1892461	123	DokenChuC	1637054	1651664
細形Ⅰ	33.5336415	130.2472974	123	DokenChuC	1637054	1651664
細形Ⅱb	33.49236751	130.0751541	123	DokenChuC	1637054	1651664
細形	33.49236751	130.0751541	123	DokenChuC	1637054	1651664
細形	33.49236751	130.0751541	123	DokenChuC	1637054	1651664
細形2	33.49236751	130.0751541	123	Dohoko	1637054	1651664
中広形	33.519661	130.3330449	197	Doka	1713755	1724712
細形Ⅰ	33.55921912	130.3473261	123	DokenChuC	1637054	1651664
細形	33.55927271	130.3542551	123	DokenChuC	1637054	1651664
細形Ⅱa2	33.5607439	130.3326976	123	Doka	1637054	1651664
細形	33.55228503	130.4218913	123	Dohoko	1637054	1651664
中細形A	33.57941326	130.3123312	148	Doka	1666274	1684536
中細形A	33.57941326	130.3123312	148	Doka	1666274	1684536
中細形A	33.57941326	130.3123312	148	Doka	1666274	1684536
細形	33.58254454	130.269294	123	DokenChuC	1637054	1651664
広形Ⅰ	33.58254454	130.269294	253	Dohoko	1713755	1724712
細形Ⅰ	33.56791082	130.4539254	123	DokenChuC	1637054	1651664
細形Ⅰ	33.56791082	130.4539254	123	DokenChuC	1637054	1651664
細形Ⅰ	33.56791082	130.4539254	123	DokenChuC	1637054	1651664
細形Ⅰ	33.56791082	130.4539254	123	DokenChuC	1637054	1651664
細形Ⅰ	33.56791082	130.4539254	123	Dohoko	1637054	1651664
細形Ⅰ	33.56791082	130.4539254	123	Dohoko	1637054	1651664
細形2	33.56791082	130.4539254	123	Dohoko	1637054	1651664
中細形c	33.58602714	130.4135969	179	Dohoko	1684536	1693667
中細形c	33.58602714	130.4135969	179	Dohoko	1684536	1693667
中細形c	33.58602714	130.4135969	179	Dohoko	1684536	1693667
中広形a	33.58602714	130.4135969	197	Dohoko	1693667	1702798
中広形a	33.58602714	130.4135969	197	Dohoko	1693667	1702798
中細形c	33.58602714	130.4135969	179	Doka	1702798	1713755
中細形c	33.58602714	130.4135969	179	Doka	1702798	1713755
中細形c	33.58602714	130.4135969	179	Doka	1702798	1713755
中細形c	33.58602714	130.4135969	179	Doka	1702798	1713755
中細形c	33.58602714	130.4135969	179	Doka	1702798	1713755
中細形c	33.58602714	130.4135969	179	Doka	1702798	1713755
細形	33.55932916	130.447671	123	DokenChuC	1637054	1651664
細形2	33.56144306	130.4163286	123	Dohoko	1637054	1651664
細形	33.54967668	130.4281852	123	Dohoko	1637054	1651664
細形Ⅱb	33.53815023	130.4506051	123	DokenChuC	1637054	1651664
細形Ⅰ	33.53815023	130.4506051	123	DokenChuC	1637054	1651664
中細形A	33.53815023	130.4506051	148	DokenChuC	1666274	1684536
細形	33.53815023	130.4506051	123	DokenChuC	1637054	1651664
中細形a	33.53815023	130.4506051	148	Dohoko	1666274	1675405
中細形a	33.53815023	130.4506051	148	Dohoko	1666274	1675405
中細形a	33.53815023	130.4506051	148	Dohoko	1666274	1675405
中細形a	33.53815023	130.4506051	148	Dohoko	1666274	1675405
中細形a	33.53815023	130.4506051	148	Dohoko	1666274	1675405
中細形a	33.53815023	130.4506051	148	Dohoko	1666274	1675405
中細形B	33.53815023	130.4506051	148	Doka	1684536	1702798
細形Ⅱb2	33.53815023	130.4506051	123	Doka	1637054	1651664
細形Ⅰ	33.53815023	130.4506051	123	DokenChuC	1637054	1651664
細形Ⅰ	33.5390563	130.4506647	123	DokenChuC	1637054	1651664
中細形a	33.5390563	130.4506647	148	Doka	1666274	1684536
広形	33.5390563	130.4506647	253	Dohoko	1713755	1750279
広形	33.5390563	130.4506647	253	Dohoko	1713755	1750279
広形	33.5390563	130.4506647	253	Dohoko	1713755	1750279
