key	ja-JP	en-US	ko-KR	zh-TW	latitude	longitude
HAinu417	イウｫロシウイ	Iwor-us-i	웉치내	養老牛	43.54333333	144.7191667
HAinu418	ソラプチ	So-rapci	오타뫼	空知	43.54888889	141.9094444
HAinu419	フレピラ	Hure-pira	(토푸요카오로)?	赤平	43.55111111	142.0636111
HAinu420	ペルア	Pe-rua?	실에투	美留和	43.555	144.4333333
HAinu421	オタエトゥ	Ota-etu	이와우펱	尾岱沼	43.55583333	145.22
HAinu422	マタオッイ	Mata-ot-i	토이시카라	俣落	43.55638889	144.8925
HAinu423	クッチャラ	Kutcar	쿠오내	屈斜路	43.55666667	144.3327778
HAinu424	ピパウシイ	Pipa-us-i	시무캎	美馬牛	43.55666667	142.4388889
HAinu425	ピサンペッ	Pi-san-pet	시쿠툴	毘砂別	43.55861111	141.3783333
HAinu426	オシキナウシイ	O-sikina-us-i	후레내	置杵牛	43.56972222	142.5686111
HAinu427	オヤコッ	Oya-kot	얀케내	和琴	43.57833333	144.3105556
HAinu428	ノッケウ	Notkew	샄루	野付	43.59027778	145.335
HAinu429	ウパクペッ	U-pak-pet	치우릐	宇莫別	43.59861111	142.5588889
HAinu430	アマムスケ	Amam-suke	살풑	浜益	43.60194444	141.3836111
HAinu431	ススウンナイ	Susu-un-nay	노야웃이	士寸	43.60472222	141.8380556
HAinu432	ユペオッ	Yupe-ot	에사만이	江部乙	43.61194444	141.9338889
HAinu433	モサ	Mosa	토마리	武佐	43.61722222	144.9969444
HAinu434	ラウネナイ	Rawne-nay	얌왘카내	朗根内	43.62166667	142.5877778
HAinu435	ポンクンペッ	Pon-kun-pet?	마우니웃이오로	群別	43.62416667	141.3675
HAinu436	アンチ	Anci	앜펱	安住	43.64138889	143.5077778
HAinu437	オンネキキン	Onne-kikin	키오페	恩根	43.64305556	144.0330556
HAinu438	シペナイ	Sipe-nay	눞카펱	志比内	43.645	142.5816667
HAinu439	チャシコッ	Casi-kot	판케내	茶志骨	43.64555556	145.1441667
HAinu440	オシラライカ	O-sirar-ika	이소포운내	尾白利加	43.64722222	141.8902778
HAinu441	ポロクンべツ	Poro-kunpet	텟펱	幌	43.64972222	141.3536111
HAinu442	ポンキキン	Pon-kikin	태오로오마펱	本岐	43.65083333	143.9897222
HAinu443	シペッ	Si-pet	눞태	標津	43.65666667	145.1188889
HAinu444	トッコ(ニ)コタン	Tokko(Ni)-kotan	폰키킨	床丹	43.66944444	141.3544444
HAinu445	オケトゥウンナイ	O-ketu-un-nay	훌삼	置戸	43.67638889	143.5877778
HAinu446	メム	Mem	토운펱	メム	43.68444444	141.9283333
HAinu447	オトゥイェポク	O-tuye-pok	카마야펱	音江	43.68638889	142.0961111
HAinu448	チセソウシペッ	Cise-so-us-pet	팟펱	千代志別	43.69	141.3427778
HAinu449	イチャンイ	Ican-i	차시콭	伊茶仁	43.69055556	145.1152778
HAinu450	モセウシイ	Mose-us-i	투파나	妹背牛	43.69444444	141.9633333
HAinu451	エタイェペッ	Etaye-pet	에픠	恵岱別	43.70583333	141.8427778
HAinu452	オオホナイ	Ooho-nay	훞웃이	大鳳	43.70638889	141.9486111
HAinu453	チウルイ	Ciw-ruy	파라토	忠類	43.7225	145.0938889
HAinu454	カムイコタン	Kamuy-kotan	코타누카	神居古潭	43.72277778	142.185
HAinu455	オサナンケプ	O-sa-nanke-p	이칼라니	納内	43.73027778	142.1316667
HAinu456	ウフイ	Uhuy	카리펱	雄冬	43.73722222	141.3380556
HAinu457	イチャン	Ican	차시콭	一已	43.73916667	142.0427778
HAinu458	ウプン	Upun	춬펱	雨紛	43.74277778	142.3447222
HAinu459	コタヌカ	Kotanu-ka	모코치	古多糠	43.74916667	145.0302778
HAinu460	ハルウシナイ	Haru-us-nay	샅후미이	春志内	43.75194444	142.2688889
HAinu461	オンネユ	Onne-yu	키나웃내	温根湯	43.75555556	143.5072222
HAinu462	－	－	코타누웃이	神居	43.75916667	142.3369444
HAinu463	ヘッチェウシイ	Hetce-us-i	키탚	神楽	43.76055556	142.345
HAinu464	チクペッシ	Ci-kus-pet	오요치	秩父別	43.76666667	141.9638889
HAinu465	イワオイ	Iwaw-o-i	치에오타	岩老	43.77333333	141.3688889
HAinu466	サッル	Sat-ru	뫼숱	札弦	43.785	144.5325
HAinu467	ルペペシ	Ru-pes-pe	웬내	留辺蘂	43.78861111	143.6152778
HAinu468	クンネペッ	Kunne-pet	맡네실	薫別	43.79361111	145.0602778
HAinu469	チカウンイプ	Cikap-un-i	오야콭	近文	43.79388889	142.3186111
HAinu470	アイヌオナイ	Aynu-o-nay	(하샤무)	相内	43.79777778	143.7583333
HAinu471	シピパウイ	Pipa-us-i	시노올오	美葉牛	43.80111111	141.8377778
HAinu472	タッウナイシ	Tat-us-nay	오타숱	多度志	43.80916667	142.0238889
HAinu473	サキペモイ	Sakipe-moy	모실켓오마내	崎無異	43.8225	145.0822222
HAinu474	シペトゥカリ	Pes-tukari	수마오맢	別苅	43.83527778	141.4880556
HAinu475	パンケシリルプウトゥオマ	Panke-sir-utur-oma-p	토콤올	真布	43.84555556	141.9202778
HAinu476	エピシプオマ	E-pis-oma-p	에라만테우시	恵比島	43.84916667	141.8811111
HAinu477	ヌプシケ	Nup-kes	오투예퐄	端野	43.84916667	143.9422222
HAinu478	ポロナイ	Poro-nay	수포로	幌内	43.84944444	142.1016667
HAinu479	ルチポシク	Rucis-pok	피라운펱	峠下	43.85055556	141.8061111
HAinu480	シユペッ	Si-yupet	온네내	支湧別	43.85194444	143.1572222
HAinu481	ポロヌプカペッ	Poro-nupka-pet	수수웃내	幌糠	43.85305556	141.7611111
HAinu482	オタノシキ	Ota-noski	포로토	中歌	43.85333333	141.5413889
HAinu483	ヌサペップム	Nup-sam-pet	사올오펱	信砂	43.85833333	141.6022222
HAinu484	ハシベツ	Pas-pet	살오펱	箸別	43.85944444	141.5502778
HAinu485	サックマ	Sat-kuma	외카오마이	舎熊	43.86722222	141.5683333
HAinu486	サラ	Sar	오콤푸웃페	斜里	43.8725	144.6591667
HAinu487	イイカウシイ	I-ika-us-i	앝타	伊香牛	43.87555556	142.5244444
HAinu488	ススウシナイ	Susu-us-nay	셑칠	緋牛内	43.88222222	143.9991667
HAinu489	ウライウシペッ	Uray-us-pet	에한케실?	浦士別	43.88833333	144.41
HAinu490	アイペッ	Ay-pet	(니나)	愛別	43.89472222	142.5827778
HAinu491	アフンイ	Ahun-i	앝칼웃이	阿分	43.895	141.605
HAinu492	ニコロ	Ni-kor	픠오수마	仁頃	43.89833333	143.8994444
HAinu493	スマトゥカリペッ	Suma-tukari-pet	오쿨맡오마이	朱円	43.90472222	144.7511111
HAinu494	レウケプ	Rewke-p	얌쿳내	礼受	43.90527778	141.6111111
HAinu495	エクナペッシ	E-kusna-pet	아틔카	以久科	43.90861111	144.6841667
HAinu496	メマンペッ	Meman-pet	톺웃펱	女満別	43.91333333	144.1708333
HAinu497	ヤペッム	Yam-pet	우싯펱	止別	43.92027778	144.5202778
HAinu498	チスイェウシイ	Cisuye-us-i	파라콭	忠志	43.925	143.9836111
HAinu499	イクタラ	Iktara	애캎	生田原	43.92666667	143.5313889
HAinu500	マサラペッ	Masar-pet	토호로	マサリベツ	43.95472222	141.6808333
HAinu501	ルルモオッペ	Rur-mo-ot-pe	웬펱	留萌	43.95944444	141.6455556
HAinu502	イオピト	I-opi-to	웉내	呼人	43.96166667	144.2177778
HAinu503	オタッニオマプ	O-tatni-oma-p	아훈이	麻布	43.965	145.1391667
HAinu504	モコト	Mokoto	퇴펱	藻琴	43.96722222	144.3191667
HAinu505	サンチプ	(San)?-cip	노나오마이	三泊	43.96833333	141.6466667
HAinu506	ムリイ	Muri-i	토올	武利	43.97305556	143.3344444
HAinu507	ヌウホカナイムシロ	Num-us-horka-nay	루칫퐄	沼牛	43.97416667	142.205
HAinu508	フウイプシ	Hup-us-i	소내	武士	43.98583333	143.7213889
HAinu509	ウシヤ		칲란케웃이	臼谷	43.99777778	141.6544444
HAinu510	オサラウンナイ	O-sar-un-nay	이쿠샆	長留内	43.99861111	142.1208333
HAinu511	ウェンナイ	Wen-nay	치오풋이	雨煙内	44.00583333	142.1933333
HAinu512	マウレセプ	Mauresep	토코탄	丸瀬布	44.00666667	143.3383333
HAinu513	ホロカナイ	Horka-nay	순쿠니태	幌加内	44.00944444	142.1541667
HAinu514	セッウシイ	Set-us-i	오시랄내	頼戸瀬	44.01027778	143.4208333
HAinu515	ウパラライ	U-par-ray	치우릐토픠	卯原内	44.01388889	144.1116667
HAinu516	〈レプンシララ〉	Repun-sirar	얌펱	礼文	44.015	145.1897222
HAinu517	チライオッ	Ciray-ot	펜케내	知来	44.03194444	143.8505556
HAinu518	ニクルアン	Nikur-an	픠오맢	仁倉	44.04805556	143.9080556
HAinu519	ポロトトコ	Poro-?	홀카내	大椴	44.06722222	141.7002778
HAinu520	ウトウシルチクイ	Uturu-ci-kus-i	치우뤂	ウトロ	44.07	144.9966667
HAinu521	サンナイプトゥ	San-nay-putu	옼캐탐찰파	社名淵	44.07166667	143.4377778
HAinu522	ウェンペッ	Wen-pet	치오풋이	雨煙別	44.07555556	142.1444444
HAinu523	トゥウシプ	Tup-usi	포로내	富武士	44.09111111	143.8069444
HAinu524	イワオナイ	Iwa-o-nay	치캎운이	岩尾内	44.09222222	142.7838889
HAinu525	ノッオロ	Not-or	산내	能取	44.09388889	144.1186111
HAinu526	ケリオチ	Keri-oci	멤	計呂地	44.10194444	143.7283333
HAinu527	イワウペッ	Iwaw-pet	치카옢	岩尾別	44.10388889	145.0502778
HAinu528	トゥワラ	Tuwar	포로누탚	登和里	44.11555556	142.7069444
HAinu529	トコロペッ	To-kor-pet	폰펱	常呂	44.12111111	144.0708333
HAinu530	オンネペッ	Onne-pet	키나웃이	遠音別	44.12222222	145.0808333
HAinu531	クオマイ	Ku-oma-i	멮	鴻之舞	44.12527778	143.3527778
HAinu532	パラ	Par	샅루	芭露	44.14972222	143.6916667
HAinu533	オニシカ	O-nis-ka?	카믜루에산이	鬼鹿	44.15527778	141.6577778
HAinu534	セセクイ	Sesek-i	오샅내	瀬石	44.17388889	145.3077778
HAinu535	オンネペッ	Onne-pet	킴운펱	温根別	44.17472222	142.2744444
HAinu536	サッフミイ	Sat-humi-i	니차	札富美	44.18222222	143.5588889
HAinu537	サクル	Sak-ru	모실켓오마내	サクルー	44.19472222	143.0727778
HAinu538	スプンオッナイ	Supun-ot-nay	눞올오펱	志文	44.20055556	143.4830556
HAinu539	ソウシナイ	So-us-nay	오타쿳펱	添牛内	44.21027778	142.1377778
HAinu540	テイネイ	Teyne-i	펱투카리	丁寧	44.21722222	143.6222222
HAinu541	リキピリ	Ri-kipir	왘카찰세	力昼	44.22916667	141.6575
HAinu542	タイオロオマペッ	Tay-oro-oma-pet	오텟펱	多寄	44.24222222	142.395
HAinu543	モペッ	Mo-pet	투리투예웃이	藻別	44.25166667	143.3630556
HAinu544	コタンペッ	Kotan-pet	모코토	古丹別	44.26222222	141.7136111
HAinu545	ウェンピラ	Wen-pira	치쿳펱	上平	44.26277778	141.6555556
HAinu546	コムケト	Komke-to	모랖	小向	44.27777778	143.4522222
HAinu547	スマリナイ	Sumari-nay	오니웃펱	朱鞠内	44.28111111	142.1619444
HAinu548	トマオマイ	Toma-oma-i	포로?	苫前	44.30972222	141.6538889
HAinu549	ウッ	Ut	치세소웃펱	宇津々	44.31388889	143.1983333
HAinu550	モシリウンナイ	Mosir-un-nay	투칼이소	母子里	44.35805556	142.2675
HAinu551	ソコッ	So-kot	온네펱	渚滑	44.37194444	143.3130556
HAinu552	サラシルペペ	Sar-rupespe	놑크	珊瑠	44.40888889	142.6836111
HAinu553	チュペック	Cuk-pet	오야웃이	築別	44.41277778	141.7377778
HAinu554	ウッ	Ut	치수예웃이	宇津	44.42305556	143.0277778
HAinu555	チェウレ	Ceure?	핀네실	天売	44.425	141.3275
HAinu556	サラロオ	Sar-or	니탙올오맢	沙留	44.4325	143.2261111
HAinu557	プチェウント	Cep-un-to	오우콭페	智恵文	44.43777778	142.405
HAinu558	エハンケシリ	Ehanke-sir?	우팤펱	焼尻	44.43944444	141.4269444
HAinu559	オウコッペ	O-u-kot-pe	훗코샅포로	興部	44.47138889	143.1191667
HAinu560	ピウカ	Piwka	시펱	美深	44.47361111	142.3483333
HAinu561	サラキプ	Sarkip	니운내	沢木	44.51777778	143.0619444
HAinu562	ソエサンペッ	So-e-san-pet	온네펱	初山別	44.53305556	141.7669444
HAinu563	モヌプオナイ	Mo-nup-o-nay	우카우시랄	紋穂内	44.55861111	142.3233333
HAinu564	オテレケオッペ	O-terke-ot-pe	헽체웃이	大手	44.55888889	142.32
HAinu565	オムイ	O-mu-i	하루타웃내	雄武	44.58277778	142.9638889
HAinu566	オンネナイ	Onne-nay	켙오펱	恩根内	44.59833333	142.3052778
HAinu567	オクルマッオマイ	O-kurmat-oma-i	후레수마	小車	44.61444444	142.29
HAinu568	オタクシペッ	Ota-kus-pet	치래옽	歌越	44.63583333	141.8172222
HAinu569	ポロナイ	Poro-nay	수푼옽내	幌内	44.65722222	142.8780556
HAinu570	サクル	Sak-ru	뫼레토마리	咲来	44.69055556	142.2644444
HAinu571	オチシペッ	O-cis-pet	카믜코탄	音標	44.705	142.8094444
HAinu572	オトイネプ	O-toyne-p	카마야	音威子府	44.72722222	142.2602778
HAinu573	フレプ	Hure-p	실숱	風烈布	44.74222222	142.7597222
HAinu574	カムイルエサンイ	Kamuy-ru-e-san-i	코탄펱	神路	44.74444444	142.1322222
HAinu575	サクコタンナイ	Sak-kotan-nay	모실운내	佐久	44.74722222	142.0502778
HAinu576	パラオマウッナイ	Par-oma-utnay	토맘	丸松	44.77027778	141.7922222
HAinu577	オキトウンペッ	O-kito-un-pet	캌콬운이	乙忠部	44.77888889	142.7211111
HAinu578	ペンケナイ	Penke-nay	수마리내	辺毛内	44.785	142.515
HAinu579	ケッオペッ	Ket-o-pet	마우레셒	毛登別	44.825	142.3480556
HAinu580	トプシウペッ	Top-us-pet	폰이옾	徳志別	44.83777778	142.6497222
HAinu581	オタヌプリ	Ota-nupuri	칠옾	歌登	44.84361111	142.4758333
HAinu582	パンケナイ	Panke-nay	세타내	パンケナイ	44.85638889	142.4869444
HAinu583	ウッナイ	Ut-nay	치래펱	歌内	44.8675	142.0580556
HAinu584	テシウンイ	Tes-un-i	피파이로펱	天塩	44.87638889	141.7455556
HAinu585	ピンネシリ	Pinne-sir	실놑	敏音知	44.8775	142.2133333
HAinu586	オヌプウンナイ	O-nup-un-nay	캎캐?	雄信内	44.89805556	141.9197222
HAinu587	ペンケペッイチャン	Penke-pet-ican	소펱	兵安	44.90722222	142.3319444
HAinu588	トイカムペッ	Toy-kamu-pet	피라카운코탄	問寒別	44.91583333	142.0225
HAinu589	マッネシリ	Matne-sir	토콜펱	松音知	44.92944444	142.2163889
HAinu590	トイマキ	Toimaki?	피라켓	問牧	45.00194444	142.535
HAinu591	ポロヌタプ	Poro-nutap	수야	幌延	45.02	141.8522222
HAinu592	メナシトマリ	Menas-tomari	토펱	目梨泊	45.03555556	142.5144444
HAinu593	パンケト	Panke-to	오호웉내	下沼	45.03694444	141.7530556
HAinu594	ソナイ	So-nay	오키토운펱	斜内	45.06916667	142.4697222
HAinu595	トイカムペッ	Toy-kamu-pet	포로내	豊寒別	45.08138889	142.3988889
HAinu596	イペコロペッ	Ipe-kor-pet	에산이	エベコロベツ	45.08666667	141.8938889
HAinu597	ニタッナイ	Nitat-nay	라우네내	仁達内	45.09027778	142.2380556
HAinu598	サラオペッ	Sar-o-pet	니투오맢	サロベツ	45.09666667	141.7775
HAinu599	ワッカサナイク	Wakka-sak-nay	얌왘카내	稚咲内	45.10694444	141.63
HAinu600	チェッポオチ	Ceppo-oci	오소키?내	仙法志	45.10972222	141.2175
HAinu601	トウンペッ	To-un-pet	포로오만펱	頓別	45.13055556	142.3941667
HAinu602	オンネイワクイ	Onne-iwak-i	카팔훞	鬼脇	45.13888889	141.3088889
HAinu603	ヤムワッカル	Yam-wakka-ru	우푼	山軽	45.15361111	142.3241667
HAinu604	メナシペッ	Menas-pet	토펱	目梨別	45.17444444	141.8238889
HAinu605	クッカアンナイ	Kut-ka-an-nay	쿨맡내	沓形	45.18638889	141.1372222
HAinu606	サラオマペッ	Sar-oma-pet	아캄	芦川	45.19583333	141.7458333
HAinu607	オネッオマプ	O-net-oma-p	카팔시랄		45.21666667	141.5897222
HAinu608	ウシトマリ	Us-tomari	이나우	鴛泊	45.245	141.2236111
HAinu609	カリペッ	Kari-pet	쾨오마이	狩別	45.24861111	142.1627778
HAinu610	イオッイ	I-ot-i	웃올	勇知	45.25972222	141.6863889
HAinu611	サラプッ	Sar-put	니시탚	猿払	45.26527778	142.1933333
HAinu612	シリクエト	Sir-etok	오리칸펱	知床	45.27527778	141.0347222
HAinu613	カプカイ	Kap-kay?	콘포누푸리	香深	45.30444444	141.0466667
HAinu614	パッカイペ	Pakkay-pe	샅내	抜海	45.31083333	141.6211111
HAinu615	オニウシペッ	O-ni-us-pet	카팔	鬼志別	45.33111111	142.1155556
HAinu616	マシウポポ	Mas-upopo	퇴마키?	増幌	45.37111111	141.8319444
HAinu617	チライペッ	Ciray-pet	페켈펱	知来別	45.37944444	142.0875
HAinu618	ヤムワッカナイ	Yam-wakka-nay	윸투라시펱	稚内	45.40361111	141.66
HAinu619	コイトゥイェ	Koy-tuye	메톹	声問	45.40583333	141.7547222
HAinu620	ノッサム	Not-sam	사키페뫼	ノシャップ	45.44527778	141.6508333
HAinu621	ソヤ	So-ya	오타에투	宗谷	45.48638889	141.8808333
HAinu622	サンナイ	San-nay	놑카안	珊内	45.50444444	141.9297222
