		20代まで初婚率	30代まで初婚率			平均μ	σ	分散σ^2	
494	41.17	1.32E-02	3.33E+00	0.01%	97.25%	1.68E-02	3.19E+00	0.26%	0.25%
495	41.25	1.30E-02	3.34E+00	0.01%	97.26%	1.65E-02	3.20E+00	0.25%	0.25%
496	41.33	1.28E-02	3.35E+00	0.01%	97.27%	1.63E-02	3.21E+00	0.25%	0.24%
497	41.42	1.25E-02	3.36E+00	0.01%	97.29%	1.60E-02	3.22E+00	0.24%	0.24%
498	41.50	1.23E-02	3.37E+00	0.01%	97.30%	1.57E-02	3.23E+00	0.24%	0.23%
499	41.58	1.21E-02	3.38E+00	0.01%	97.31%	1.54E-02	3.24E+00	0.24%	0.23%
500	41.67	1.19E-02	3.39E+00	0.01%	97.32%	1.52E-02	3.25E+00	0.23%	0.23%
501	41.75	1.17E-02	3.40E+00	0.01%	97.33%	1.49E-02	3.26E+00	0.23%	0.22%
502	41.83	1.15E-02	3.41E+00	0.01%	97.34%	1.47E-02	3.27E+00	0.22%	0.22%
503	41.92	1.13E-02	3.42E+00	0.01%	97.35%	1.44E-02	3.28E+00	0.22%	0.21%
504	42.00	1.11E-02	3.43E+00	0.01%	97.36%	1.42E-02	3.29E+00	0.22%	0.21%
505	42.08	1.09E-02	3.44E+00	0.01%	97.38%	1.39E-02	3.30E+00	0.21%	0.21%
506	42.17	1.08E-02	3.45E+00	0.01%	97.39%	1.37E-02	3.31E+00	0.21%	0.20%
507	42.25	1.06E-02	3.46E+00	0.01%	97.40%	1.34E-02	3.32E+00	0.21%	0.20%
508	42.33	1.04E-02	3.47E+00	0.01%	97.41%	1.32E-02	3.33E+00	0.20%	0.20%
509	42.42	1.02E-02	3.48E+00	0.01%	97.42%	1.30E-02	3.34E+00	0.20%	0.19%
510	42.50	1.01E-02	3.49E+00	0.01%	97.43%	1.28E-02	3.35E+00	0.20%	0.19%
511	42.58	9.88E-03	3.50E+00	0.01%	97.43%	1.25E-02	3.36E+00	0.19%	0.19%
512	42.67	9.72E-03	3.51E+00	0.01%	97.44%	1.23E-02	3.37E+00	0.19%	0.18%
513	42.75	9.55E-03	3.52E+00	0.01%	97.45%	1.21E-02	3.38E+00	0.19%	0.18%
514	42.83	9.39E-03	3.53E+00	0.01%	97.46%	1.19E-02	3.39E+00	0.18%	0.18%
515	42.92	9.24E-03	3.54E+00	0.01%	97.47%	1.17E-02	3.40E+00	0.18%	0.17%
516	43.00	9.08E-03	3.55E+00	0.01%	97.48%	1.15E-02	3.41E+00	0.18%	0.17%
517	43.08	8.93E-03	3.56E+00	0.01%	97.49%	1.13E-02	3.42E+00	0.17%	0.17%
518	43.17	8.78E-03	3.57E+00	0.01%	97.50%	1.11E-02	3.43E+00	0.17%	0.17%
519	43.25	8.64E-03	3.58E+00	0.01%	97.51%	1.09E-02	3.44E+00	0.17%	0.16%
520	43.33	8.49E-03	3.59E+00	0.01%	97.51%	1.08E-02	3.45E+00	0.16%	0.16%
521	43.42	8.35E-03	3.60E+00	0.01%	97.52%	1.06E-02	3.46E+00	0.16%	0.16%
522	43.50	8.21E-03	3.61E+00	0.01%	97.53%	1.04E-02	3.47E+00	0.16%	0.16%
523	43.58	8.08E-03	3.62E+00	0.01%	97.54%	1.02E-02	3.48E+00	0.16%	0.15%
524	43.67	7.94E-03	3.63E+00	0.01%	97.55%	1.01E-02	3.49E+00	0.15%	0.15%
525	43.75	7.81E-03	3.64E+00	0.01%	97.55%	9.88E-03	3.50E+00	0.15%	0.15%
526	43.83	7.68E-03	3.65E+00	0.01%	97.56%	9.72E-03	3.51E+00	0.15%	0.15%
527	43.92	7.55E-03	3.66E+00	0.01%	97.57%	9.55E-03	3.52E+00	0.15%	0.14%
528	44.00	7.43E-03	3.67E+00	0.01%	97.57%	9.39E-03	3.53E+00	0.14%	0.14%
529	44.08	7.31E-03	3.68E+00	0.01%	97.58%	9.24E-03	3.54E+00	0.14%	0.14%
530	44.17	7.19E-03	3.69E+00	0.01%	97.59%	9.08E-03	3.55E+00	0.14%	0.14%
531	44.25	7.07E-03	3.70E+00	0.01%	97.60%	8.93E-03	3.56E+00	0.14%	0.13%
532	44.33	6.95E-03	3.71E+00	0.01%	97.60%	8.78E-03	3.57E+00	0.13%	0.13%
533	44.42	6.84E-03	3.72E+00	0.01%	97.61%	8.64E-03	3.58E+00	0.13%	0.13%
534	44.50	6.72E-03	3.73E+00	0.01%	97.62%	8.49E-03	3.59E+00	0.13%	0.13%
535	44.58	6.61E-03	3.74E+00	0.01%	97.62%	8.35E-03	3.60E+00	0.13%	0.12%
536	44.67	6.50E-03	3.75E+00	0.01%	97.63%	8.21E-03	3.61E+00	0.13%	0.12%
537	44.75	6.40E-03	3.76E+00	0.01%	97.63%	8.08E-03	3.62E+00	0.12%	0.12%
538	44.83	6.29E-03	3.77E+00	0.01%	97.64%	7.94E-03	3.63E+00	0.12%	0.12%
539	44.92	6.19E-03	3.78E+00	0.01%	97.65%	7.81E-03	3.64E+00	0.12%	0.12%
540	45.00	6.09E-03	3.79E+00	0.01%	97.65%	7.68E-03	3.65E+00	0.12%	0.11%
541	45.08	5.99E-03	3.80E+00	0.01%	97.66%	7.55E-03	3.66E+00	0.12%	0.11%
542	45.17	5.89E-03	3.81E+00	0.01%	97.66%	7.43E-03	3.67E+00	0.11%	0.11%
543	45.25	5.80E-03	3.82E+00	0.01%	97.67%	7.31E-03	3.68E+00	0.11%	0.11%
544	45.33	5.70E-03	3.83E+00	0.01%	97.67%	7.19E-03	3.69E+00	0.11%	0.11%
545	45.42	5.61E-03	3.83E+00	0.01%	97.68%	7.07E-03	3.70E+00	0.11%	0.11%
546	45.50	5.52E-03	3.84E+00	0.01%	97.69%	6.95E-03	3.71E+00	0.11%	0.10%
547	45.58	5.43E-03	3.85E+00	0.01%	97.69%	6.84E-03	3.72E+00	0.10%	0.10%
548	45.67	5.34E-03	3.86E+00	0.01%	97.70%	6.72E-03	3.73E+00	0.10%	0.10%
549	45.75	5.25E-03	3.87E+00	0.01%	97.70%	6.61E-03	3.74E+00	0.10%	0.10%
550	45.83	5.17E-03	3.88E+00	0.00%	97.71%	6.50E-03	3.75E+00	0.10%	0.10%
551	45.92	5.09E-03	3.89E+00	0.00%	97.71%	6.40E-03	3.76E+00	0.10%	0.10%
552	46.00	5.00E-03	3.90E+00	0.00%	97.72%	6.29E-03	3.77E+00	0.10%	0.09%
553	46.08	4.92E-03	3.91E+00	0.00%	97.72%	6.19E-03	3.78E+00	0.09%	0.09%
554	46.17	4.84E-03	3.92E+00	0.00%	97.73%	6.09E-03	3.79E+00	0.09%	0.09%
555	46.25	4.76E-03	3.93E+00	0.00%	97.73%	5.99E-03	3.80E+00	0.09%	0.09%
556	46.33	4.69E-03	3.94E+00	0.00%	97.73%	5.89E-03	3.81E+00	0.09%	0.09%
557	46.42	4.61E-03	3.95E+00	0.00%	97.74%	5.80E-03	3.82E+00	0.09%	0.09%
558	46.50	4.54E-03	3.96E+00	0.00%	97.74%	5.70E-03	3.83E+00	0.09%	0.09%
559	46.58	4.47E-03	3.97E+00	0.00%	97.75%	5.61E-03	3.83E+00	0.09%	0.08%
560	46.67	4.39E-03	3.98E+00	0.00%	97.75%	5.52E-03	3.84E+00	0.08%	0.08%
561	46.75	4.32E-03	3.99E+00	0.00%	97.76%	5.43E-03	3.85E+00	0.08%	0.08%
562	46.83	4.25E-03	4.00E+00	0.00%	97.76%	5.34E-03	3.86E+00	0.08%	0.08%
563	46.92	4.19E-03	4.01E+00	0.00%	97.76%	5.25E-03	3.87E+00	0.08%	0.08%
564	47.00	4.12E-03	4.02E+00	0.00%	97.77%	5.17E-03	3.88E+00	0.08%	0.08%
565	47.08	4.05E-03	4.03E+00	0.00%	97.77%	5.09E-03	3.89E+00	0.08%	0.08%
566	47.17	3.99E-03	4.04E+00	0.00%	97.78%	5.00E-03	3.90E+00	0.08%	0.07%
567	47.25	3.93E-03	4.05E+00	0.00%	97.78%	4.92E-03	3.91E+00	0.08%	0.07%
568	47.33	3.86E-03	4.06E+00	0.00%	97.78%	4.84E-03	3.92E+00	0.07%	0.07%
569	47.42	3.80E-03	4.07E+00	0.00%	97.79%	4.76E-03	3.93E+00	0.07%	0.07%
570	47.50	3.74E-03	4.08E+00	0.00%	97.79%	4.69E-03	3.94E+00	0.07%	0.07%
571	47.58	3.68E-03	4.09E+00	0.00%	97.79%	4.61E-03	3.95E+00	0.07%	0.07%
572	47.67	3.62E-03	4.10E+00	0.00%	97.80%	4.54E-03	3.96E+00	0.07%	0.07%
573	47.75	3.57E-03	4.11E+00	0.00%	97.80%	4.47E-03	3.97E+00	0.07%	0.07%
574	47.83	3.51E-03	4.12E+00	0.00%	97.80%	4.39E-03	3.98E+00	0.07%	0.07%
575	47.92	3.45E-03	4.13E+00	0.00%	97.81%	4.32E-03	3.99E+00	0.07%	0.06%
576	48.00	3.40E-03	4.14E+00	0.00%	97.81%	4.25E-03	4.00E+00	0.07%	0.06%
577	48.08	3.35E-03	4.15E+00	0.00%	97.81%	4.19E-03	4.01E+00	0.06%	0.06%
578	48.17	3.29E-03	4.16E+00	0.00%	97.82%	4.12E-03	4.02E+00	0.06%	0.06%
579	48.25	3.24E-03	4.17E+00	0.00%	97.82%	4.05E-03	4.03E+00	0.06%	0.06%
580	48.33	3.19E-03	4.18E+00	0.00%	97.82%	3.99E-03	4.04E+00	0.06%	0.06%
581	48.42	3.14E-03	4.19E+00	0.00%	97.83%	3.93E-03	4.05E+00	0.06%	0.06%
582	48.50	3.09E-03	4.20E+00	0.00%	97.83%	3.86E-03	4.06E+00	0.06%	0.06%
583	48.58	3.04E-03	4.21E+00	0.00%	97.83%	3.80E-03	4.07E+00	0.06%	0.06%
584	48.67	2.99E-03	4.22E+00	0.00%	97.84%	3.74E-03	4.08E+00	0.06%	0.06%
585	48.75	2.95E-03	4.23E+00	0.00%	97.84%	3.68E-03	4.09E+00	0.06%	0.06%
586	48.83	2.90E-03	4.24E+00	0.00%	97.84%	3.62E-03	4.10E+00	0.06%	0.05%
587	48.92	2.86E-03	4.25E+00	0.00%	97.84%	3.57E-03	4.11E+00	0.05%	0.05%
588	49.00	2.81E-03	4.26E+00	0.00%	97.85%	3.51E-03	4.12E+00	0.05%	0.05%
589	49.08	2.77E-03	4.27E+00	0.00%	97.85%	0.00E+00	1.00E-100	0.00%	0.00%
590	49.17	2.72E-03	4.28E+00	0.00%	97.85%	0.00E+00	1.00E-100	0.00%	0.00%
591	49.25	2.68E-03	4.29E+00	0.00%	97.85%	0.00E+00	1.00E-100	0.00%	0.00%
592	49.33	2.64E-03	4.30E+00	0.00%	97.86%	0.00E+00	1.00E-100	0.00%	0.00%
593	49.42	2.60E-03	4.31E+00	0.00%	97.86%	0.00E+00	1.00E-100	0.00%	0.00%
594	49.50	2.56E-03	4.32E+00	0.00%	97.86%	0.00E+00	1.00E-100	0.00%	0.00%
595	49.58	2.52E-03	4.33E+00	0.00%	97.86%	0.00E+00	1.00E-100	0.00%	0.00%
596	49.67	2.48E-03	4.34E+00	0.00%	97.87%	0.00E+00	1.00E-100	0.00%	0.00%
597	49.75	2.44E-03	4.35E+00	0.00%	97.87%	0.00E+00	1.00E-100	0.00%	0.00%
598	49.83	2.40E-03	4.36E+00	0.00%	97.87%	0.00E+00	1.00E-100	0.00%	0.00%
599	49.92	2.37E-03	4.37E+00	0.00%	97.87%	0.00E+00	1.00E-100	0.00%	0.00%
600	50.00	2.33E-03	4.38E+00	0.00%	97.88%	0E+00	1.00E-100	0.00%	0.00%
601	50.08	2.29E-03	4.39E+00	0.00%	97.88%	0E+00	1.00E-100	0.00%	0.00%
602	50.17	2.26E-03	4.40E+00	0.00%	97.88%	0E+00	1.00E-100	0.00%	0.00%
603	50.25	2.22E-03	4.41E+00	0.00%	97.88%	0E+00	1.00E-100	0.00%	0.00%
604	50.33	2.19E-03	4.42E+00	0.00%	97.89%	0E+00	1.00E-100	0.00%	0.00%
605	50.42	2.16E-03	4.43E+00	0.00%	97.89%	0E+00	1.00E-100	0.00%	0.00%
606	50.50	2.12E-03	4.44E+00	0.00%	97.89%	0E+00	1.00E-100	0.00%	0.00%
607	50.58	2.09E-03	4.45E+00	0.00%	97.89%	0E+00	1.00E-100	0.00%	0.00%
608	50.67	2.06E-03	4.46E+00	0.00%	97.89%	0E+00	1.00E-100	0.00%	0.00%
609	50.75	2.03E-03	4.47E+00	0.00%	97.90%	0E+00	1.00E-100	0.00%	0.00%
610	50.83	2.00E-03	4.48E+00	0.00%	97.90%	0E+00	1.00E-100	0.00%	0.00%
611	50.92	1.97E-03	4.49E+00	0.00%	97.90%	0E+00	1.00E-100	0.00%	0.00%
612	51.00	1.94E-03	4.50E+00	0.00%	97.90%	0E+00	1.00E-100	0.00%	0.00%
613	51.08	1.91E-03	4.51E+00	0.00%	97.90%	0E+00	1.00E-100	0.00%	0.00%
614	51.17	1.88E-03	4.52E+00	0.00%	97.90%	0E+00	1.00E-100	0.00%	0.00%
615	51.25	1.85E-03	4.52E+00	0.00%	97.91%	0E+00	1.00E-100	0.00%	0.00%
616	51.33	1.82E-03	4.53E+00	0.00%	97.91%	0E+00	1.00E-100	0.00%	0.00%
617	51.42	1.79E-03	4.54E+00	0.00%	97.91%	0E+00	1.00E-100	0.00%	0.00%
618	51.50	1.77E-03	4.55E+00	0.00%	97.91%	0E+00	1.00E-100	0.00%	0.00%
619	51.58	1.74E-03	4.56E+00	0.00%	97.91%	0E+00	1.00E-100	0.00%	0.00%
620	51.67	1.71E-03	4.57E+00	0.00%	97.91%	0E+00	1.00E-100	0.00%	0.00%
621	51.75	1.69E-03	4.58E+00	0.00%	97.92%	0E+00	1.00E-100	0.00%	0.00%
622	51.83	1.66E-03	4.59E+00	0.00%	97.92%	0E+00	1.00E-100	0.00%	0.00%
623	51.92	1.64E-03	4.60E+00	0.00%	97.92%	0E+00	1.00E-100	0.00%	0.00%
624	52.00	1.61E-03	4.61E+00	0.00%	97.92%	0E+00	1.00E-100	0.00%	0.00%
625	52.08	1.59E-03	4.62E+00	0.00%	97.92%	0E+00	1.00E-100	0.00%	0.00%
626	52.17	1.56E-03	4.63E+00	0.00%	97.92%	0E+00	1.00E-100	0.00%	0.00%
627	52.25	1.54E-03	4.64E+00	0.00%	97.93%	0E+00	1.00E-100	0.00%	0.00%
628	52.33	1.52E-03	4.65E+00	0.00%	97.93%	0E+00	1.00E-100	0.00%	0.00%
629	52.42	1.49E-03	4.66E+00	0.00%	97.93%	0E+00	1.00E-100	0.00%	0.00%
630	52.50	1.47E-03	4.67E+00	0.00%	97.93%	0E+00	1.00E-100	0.00%	0.00%
631	52.58	1.45E-03	4.68E+00	0.00%	97.93%	0E+00	1.00E-100	0.00%	0.00%
632	52.67	1.43E-03	4.69E+00	0.00%	97.93%	0E+00	1.00E-100	0.00%	0.00%
633	52.75	1.41E-03	4.70E+00	0.00%	97.93%	0E+00	1.00E-100	0.00%	0.00%
634	52.83	1.39E-03	4.71E+00	0.00%	97.94%	0E+00	1.00E-100	0.00%	0.00%
635	52.92	1.36E-03	4.72E+00	0.00%	97.94%	0E+00	1.00E-100	0.00%	0.00%
636	53.00	1.34E-03	4.73E+00	0.00%	97.94%	0E+00	1.00E-100	0.00%	0.00%
637	53.08	1.32E-03	4.74E+00	0.00%	97.94%	0E+00	1.00E-100	0.00%	0.00%
638	53.17	1.30E-03	4.75E+00	0.00%	97.94%	0E+00	1.00E-100	0.00%	0.00%
639	53.25	1.28E-03	4.76E+00	0.00%	97.94%	0E+00	1.00E-100	0.00%	0.00%
640	53.33	1.27E-03	4.77E+00	0.00%	97.94%	0E+00	1.00E-100	0.00%	0.00%
641	53.42	1.25E-03	4.78E+00	0.00%	97.94%	0E+00	1.00E-100	0.00%	0.00%
642	53.50	1.23E-03	4.79E+00	0.00%	97.95%	0E+00	1.00E-100	0.00%	0.00%
643	53.58	1.21E-03	4.80E+00	0.00%	97.95%	0E+00	1.00E-100	0.00%	0.00%
644	53.67	1.19E-03	4.81E+00	0.00%	97.95%	0E+00	1.00E-100	0.00%	0.00%
645	53.75	1.17E-03	4.82E+00	0.00%	97.95%	0E+00	1.00E-100	0.00%	0.00%
646	53.83	1.16E-03	4.83E+00	0.00%	97.95%	0E+00	1.00E-100	0.00%	0.00%
647	53.92	1.14E-03	4.84E+00	0.00%	97.95%	0E+00	1.00E-100	0.00%	0.00%
648	54.00	1.12E-03	4.85E+00	0.00%	97.95%	0E+00	1.00E-100	0.00%	0.00%
649	54.08	1.11E-03	4.86E+00	0.00%	97.95%	0E+00	1.00E-100	0.00%	0.00%
650	54.17	1.09E-03	4.87E+00	0.00%	97.95%	0E+00	1.00E-100	0.00%	0.00%
651	54.25	1.07E-03	4.88E+00	0.00%	97.96%	0E+00	1.00E-100	0.00%	0.00%
652	54.33	1.06E-03	4.89E+00	0.00%	97.96%	0E+00	1.00E-100	0.00%	0.00%
653	54.42	1.04E-03	4.90E+00	0.00%	97.96%	0E+00	1.00E-100	0.00%	0.00%
654	54.50	1.03E-03	4.91E+00	0.00%	97.96%	0E+00	1.00E-100	0.00%	0.00%
655	54.58	1.01E-03	4.92E+00	0.00%	97.96%	0E+00	1.00E-100	0.00%	0.00%
656	54.67	9.98E-04	4.93E+00	0.00%	97.96%	0E+00	1.00E-100	0.00%	0.00%
657	54.75	9.83E-04	4.94E+00	0.00%	97.96%	0E+00	1.00E-100	0.00%	0.00%
658	54.83	9.69E-04	4.95E+00	0.00%	97.96%	0E+00	1.00E-100	0.00%	0.00%
659	54.92	9.55E-04	4.96E+00	0.00%	97.96%	0E+00	1.00E-100	0.00%	0.00%
660	55.00	9.41E-04	4.97E+00	0.00%	97.96%	0E+00	1.00E-100	0.00%	0.00%
661	55.08	9.27E-04	4.98E+00	0.00%	97.97%	0E+00	1.00E-100	0.00%	0.00%
662	55.17	9.13E-04	4.99E+00	0.00%	97.97%	0E+00	1.00E-100	0.00%	0.00%
663	55.25	9.00E-04	5.00E+00	0.00%	97.97%	0E+00	1.00E-100	0.00%	0.00%
664	55.33	8.87E-04	5.01E+00	0.00%	97.97%	0E+00	1.00E-100	0.00%	0.00%
665	55.42	8.74E-04	5.02E+00	0.00%	97.97%	0E+00	1.00E-100	0.00%	0.00%
666	55.50	8.61E-04	5.03E+00	0.00%	97.97%	0E+00	1.00E-100	0.00%	0.00%
667	55.58	8.49E-04	5.04E+00	0.00%	97.97%	0E+00	1.00E-100	0.00%	0.00%
668	55.67	8.37E-04	5.05E+00	0.00%	97.97%	0E+00	1.00E-100	0.00%	0.00%
669	55.75	8.24E-04	5.06E+00	0.00%	97.97%	0E+00	1.00E-100	0.00%	0.00%
670	55.83	8.12E-04	5.07E+00	0.00%	97.97%	0E+00	1.00E-100	0.00%	0.00%
671	55.92	8.01E-04	5.08E+00	0.00%	97.97%	0E+00	1.00E-100	0.00%	0.00%
672	56.00	7.89E-04	5.09E+00	0.00%	97.97%	0E+00	1.00E-100	0.00%	0.00%
673	56.08	7.78E-04	5.10E+00	0.00%	97.97%	0E+00	1.00E-100	0.00%	0.00%
674	56.17	7.67E-04	5.11E+00	0.00%	97.98%	0E+00	1.00E-100	0.00%	0.00%
675	56.25	7.55E-04	5.12E+00	0.00%	97.98%	0E+00	1.00E-100	0.00%	0.00%
676	56.33	7.45E-04	5.13E+00	0.00%	97.98%	0E+00	1.00E-100	0.00%	0.00%
677	56.42	7.34E-04	5.14E+00	0.00%	97.98%	0E+00	1.00E-100	0.00%	0.00%
678	56.50	7.23E-04	5.15E+00	0.00%	97.98%	0E+00	1.00E-100	0.00%	0.00%
679	56.58	7.13E-04	5.16E+00	0.00%	97.98%	0E+00	1.00E-100	0.00%	0.00%
680	56.67	7.03E-04	5.17E+00	0.00%	97.98%	0E+00	1.00E-100	0.00%	0.00%
681	56.75	6.93E-04	5.18E+00	0.00%	97.98%	0E+00	1.00E-100	0.00%	0.00%
682	56.83	6.83E-04	5.19E+00	0.00%	97.98%	0E+00	1.00E-100	0.00%	0.00%
683	56.92	6.73E-04	5.20E+00	0.00%	97.98%	0E+00	1.00E-100	0.00%	0.00%
684	57.00	6.63E-04	5.21E+00	0.00%	97.98%	0E+00	1.00E-100	0.00%	0.00%
685	57.08	6.54E-04	5.22E+00	0.00%	97.98%	0E+00	1.00E-100	0.00%	0.00%
686	57.17	6.45E-04	5.22E+00	0.00%	97.98%	0E+00	1.00E-100	0.00%	0.00%
687	57.25	6.35E-04	5.23E+00	0.00%	97.98%	0E+00	1.00E-100	0.00%	0.00%
688	57.33	6.26E-04	5.24E+00	0.00%	97.98%	0E+00	1.00E-100	0.00%	0.00%
689	57.42	6.17E-04	5.25E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
690	57.50	6.09E-04	5.26E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
691	57.58	6.00E-04	5.27E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
692	57.67	5.91E-04	5.28E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
693	57.75	5.83E-04	5.29E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
694	57.83	5.75E-04	5.30E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
695	57.92	5.67E-04	5.31E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
696	58.00	5.59E-04	5.32E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
697	58.08	5.51E-04	5.33E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
698	58.17	5.43E-04	5.34E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
699	58.25	5.35E-04	5.35E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
700	58.33	5.28E-04	5.36E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
701	58.42	5.20E-04	5.37E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
702	58.50	5.13E-04	5.38E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
703	58.58	5.06E-04	5.39E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
704	58.67	4.99E-04	5.40E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
705	58.75	4.92E-04	5.41E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
706	58.83	4.85E-04	5.42E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
707	58.92	4.78E-04	5.43E+00	0.00%	97.99%	0E+00	1.00E-100	0.00%	0.00%
708	59.00	4.71E-04	5.44E+00	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
709	59.08	4.65E-04	5.45E+00	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
710	59.17	4.58E-04	5.46E+00	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
711	59.25	4.52E-04	5.47E+00	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
712	59.33	4.46E-04	5.48E+00	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
713	59.42	4.39E-04	5.49E+00	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
714	59.50	4.33E-04	5.50E+00	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
715	59.58	4.27E-04	5.51E+00	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
716	59.67	4.21E-04	5.52E+00	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
717	59.75	4.15E-04	5.53E+00	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
718	59.83	4.10E-04	5.54E+00	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
719	59.92	4.04E-04	5.55E+00	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
720	60.00	0.00E+00	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
721	60.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
722	60.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
723	60.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
724	60.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
725	60.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
726	60.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
727	60.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
728	60.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
729	60.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
730	60.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
731	60.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
732	61.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
733	61.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
734	61.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
735	61.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
736	61.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
737	61.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
738	61.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
739	61.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
